timestamp,name,,legal_name,other_names,,previous_names,,oc_id,,jurisdiction,jurisdication_source,legal_type,legal_type_source,,,foundation_date,,headquarters,,directors,shareholders,,,,,,,,,,,,website,attributes_source,document_name,document_summary,document_raw,,document_filename,document_url,document2_name,documentation2_summary,document2_raw,document2_url
,Midwestern Oil and Gas Company,,,Midwestern Oil and Gas Company,http://suntrustoil.com/,,,ng/370639,https://drive.google.com/file/d/0B-KlXDOYUc-OUW5JLUVVdHBDWXM/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OUW5JLUVVdHBDWXM/edit?usp=sharing,,,,,,,,,"Okoloko Onajite, Director
Adams Okoene, Director
Charles Odita, Director
Mensa-sagoe Kweku, Director
Gbesimi Akperi, Director","Walstrand Ltd (12,351,000)
Delta State Government (10,000,000)
Akka Energy Nig. Ltd (10,000,000)
Jupiter Asset Mgt. Ltd (5,000,000)
First Environment & Safety Co. Ltd (1,500,000)
Landsdale Int'l Ltd (1,500,000)
Glynpot Services Ltd (1,000,000)
Ricon Invest. Co. Ltd (500,000)
Tocib Invest. Nig. Ltd (250,000)
Prime Comfort Invest. Trust Co, Ltd (250,000)
Salta Integrated Concept Ltd (4,702,970)
Chadgo Investments Ltd (245,525)
Murgs Ventures Ltd (247,524)
Banibar Energy & Projects Ltd (6,991,500)
Principal Power Company Ltd (657,500)",https://drive.google.com/file/d/0B-KlXDOYUc-OUW5JLUVVdHBDWXM/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 19 June 2014 SEARCH REPORT DATE OF SEARCH 19th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja NAME OF COMPANY SENT MIDWESTERN OIL & GAS COMPANY PLC CURRENT NAME MIDWESTERN OIL & GAS COMPANY LTD (Coverted from a PLC to an LTD by a resolution dated 4th Sept., 2012 and registered on 11th Oct., 2012. DATE OF INCORPORATION 15th Dec., 1999 RC. NO. 370639 REG. OFFICE ADDRESS 11, Abimbola, Awoniyi Close, V/Island, Lagos REG. OFFICE ADDRESS (FORMER): Delta State Ministry of Finance and Economic Planning, Asaba Delta State INITIAL SHARE CAPITAL 50,000,000 divided into 50,000,000 ordinary shares of N1.00 each INCREASE IN SHARE CAPITAL 100,000,000 divided into 100,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 55,198,019 CLASSES OF SHARES ORDINARY MAIN OBJECT Exploration and production of hydrocarbon (oil, gas and condensates) dealers in petroleum and petroleum products. SHAREHOLDERS NAME ADDRESS SHARES 1. WALSTRAND LTD 12,351,000 2. DELTA STATE GOVERNMENT 10,000,000 3. AKKA ENERGY NIG. LTD 10,000,000 4. JUPITER ASSET MGT. LTD 5,000,000 Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 19 June 2014 5. FIRST ENVIRONMENT & SAFETY CO. LTD 1,500,000 6. LANDSDALE INT'L LTD 1,500,000 7. GLYNPOT SERVICES LTD 1,000,000 8. RICON INVEST. CO. LTD 500,000 9. TOCIB INVEST. NIG.LTD 250,000 10. PRIME COMFORT INVEST. TRUST CO, LTD 250,000 11. SALTA INTEGRATED CONCEPT LTD 4,702,970 12. CHADGO INVESTMENTS LTD 245,525 13. MURGS VENTURES LTD 247,524 14. BANIBAR ENERGY & PROJECTS LTD 6,991,500 15. PRINCIPAL POWER COMPANY LTD 657,500 FIRST DIRECTORS: 1. SYLVANUS E.O. MORDI Same as registered office address 2. WILLIAM M. OSHEVIRE Delta State Ministry of Commerce, Ind., Tourism & Co-operative, Asaba 3. DANIEL C. MAIDOH Delta State Ministry of Justice, Asaba CHANGE IN DIRECTORS: By the latest particulars of directors filed in on 16th June, 2013 the following are the current directors: 1. OKOLOKO ONAJITE 2. ADAMS OKOENE 3. CHARLES ODITA 4. MENSA-SAGOE KWEKU 5. GBESIMI AKPERI Previous Directors: 1. OMAMOFE BOYO 2. OBODEN IBRU",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/370639 MIDWESTERN OIL & GAS COMPANY LTD.pdf,ng_370639 MIDWESTERN OIL & GAS COMPANY LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OUW5JLUVVdHBDWXM/edit?usp=sharing,,,,
,Mirror Lake Oil and Gas Company Limited,,,Mirror Lake Oil and Gas Company Limited,http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=52846254,,,,,"Virgin Islands, British",https://www.ic.gc.ca/app/scr/cc/CorporationsCanada/fdrlCrpDtls.html?corpId=4537084,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Mobil Oil Nigeria Plc,124,,Mobil Oil Nigeria Plc,http://nielsonngr.com/about-us/projects.html,,,,,Nigeria,http://www.exxonmobil.com/Nigeria-English/HR/careers.aspx,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Mobil Producing Nigeria Unlimited,123,,Mobil Producing Nigeria Unlimited,http://www.bintandprathel.com/news/29-bint-a-prathel-ltd-project-with-mobil-on-going-till-2010.html,,,,,Nigeria,http://www.exxonmobil.com/Nigeria-English/HR/careers.aspx,,,,,1955,http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=4727307,"Mobil House, 1, Lekki Expressway, Victoria Island, Lagos state, Nigeria",,Mr. Chikwe Edoziem,,http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=4727307,,,,,,,,,,,http://www.exxonmobil.com.ng/,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Morris Petroleum Limited,,,Morris Petroleum Limited,http://waltersmithng.com/index.php/about-us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Movido Nigeria Limited,,,Movido Nigeria Limited,http://www.dewaylesinternational.com/index.php?option=com_content&view=article&id=5&Itemid=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Napoil (Bermuda) Limited,,,Napoil (Bermuda) Limited,http://www.bernedeclaration.ch/fileadmin/files/documents/Rohstoffe/BD-Nigeria-EN-20131101.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,National Engineering and Technical Company Limited (NETCO),,,National Engineering and Technical Company Limited (NETCO),http://64.224.108.87/news/35504_SHI-wins-3bn-deal-to-build-FPSO-for-Nigerian-oil-fields.html,,,ng/123273,https://drive.google.com/file/d/0B-KlXDOYUc-OYmlybVRkNGFoTUU/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OYmlybVRkNGFoTUU/edit?usp=sharing,,,,,,,,,"Abdullahi Isyaku Dandume, Director
Ebong Jane (Mrs.), Director
Ugbor Dominic Nwechi, Director
Binite Cassidy Lewis Ochuko, Director
Osha Gbemi Henry Olorunniyi, Director","NNPC (199,999,995)
Engr. Yakubu L. Andrew (1)
Engr. Abiye Membere (1)
Engr. Adebayo Ibirogbe (1)
Mr. Otti Bernard (1)
Mr. Anthony C. Madichue (1)",https://drive.google.com/file/d/0B-KlXDOYUc-OYmlybVRkNGFoTUU/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 30 June 2014 SEARCH REPORT DATE OF SEARCH 30th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja. NAME OF COMPANY SENT: NATIONAL ENGINEERING AND TECHNICAL COMPANY LIMITED DATE OF INCORPORATION 22nd December, 1988 RC. NO.: 123273 REG. OFFICE ADDRESS 64, Kofo Abayomi Street, V.I., Lagos State. FORMER REG. ADDRESS: Plot 146b, Heritage Court, Ligali Ayorinde Street, V.I., Lagos state INITIAL SHARE CAPITAL 1,000,000 divided into 1,000,000 ordinary shares of N1.00 each INCREASED SHARE CAPITAL: 200,000,000 SHARES ALLOTTED 200,000,000 CLASSES OF SHARES ORDINARY MAIN OBJECT: Engineering, procurement, construction, expenditing management of fabrication offshore hookup services, petroleum, petrochemical, gas and hydro-electric power. SHAREHOLDERS: NAME ADDRESS SHARES 1. NNPC NNPC Towers, Abuja 199,999,995 2. ENGR. YAKUBU L. ANDREW As above 1 3. ENGR. ABIYE MEMBERE As above 1 4. ENGR. ADEBAYO IBIROGBE As above 1 5. MR. OTTI BERNARD As above 1 6. MR. ANTHONY C. MADICHUEAs above 1 1ST DIRECTORS: 1. GODWIN ARET ADAMS 2. CLEMENT C. KOKO 3. ALH. ISA YUSUF CURRENT DIRECTORS: 1. ABDULLAHI ISYAKU DANDUME 8, Cameroon Ave., Malalion Cost, Kaduna 2. EBONG JANE (MRS.) 3-5, Chief nnamdi Nwegwe Ckose, Ajao Estate, Isolo, Lagos 3. UGBOR DOMINIC NWECHI 6, Kenimoe Ogunbiyi Str., Ikorodu, Lagos 4. BINITE CASSIDY LEWIS OCHUKO 8, Sarah Olakunbi Crescent, Ikorodu, Lagos 5. OSHA GBEMI HENRY OLORUNNIYI 11, Uyi Ave., off Ejesse Road, GRA, Benin, Edo State SECRETARY: Mr. Ganiyu S. Bosuro of 116b, Ligali Ayorinde Street, V.I., Lagos BORROWING POWER: Clauses 3 (NN) and 62, Memorandum and Article of Association ANNUAL RETURNS Updated (2013) CHARGES: 1. Deed of floating charge of 22nd October, 1991 securing the sum of USD500,000 (equivalent of N10 Million Naira) in favour of Nigeria National Petroleum Corporation(NNPC) 2. Deed of debenture of 27th Feb., 1992 securing the sum of N20 Million Naira in favour of Nigeria National Petroleum Corporation(NNPC) REMARK/COMMENT: Duly registered.",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/123273 NATIONAL ENGINEERING AND TECHNICAL COMPANY LIMITED.pdf,ng_123273 NATIONAL ENGINEERING AND TECHNICAL COMPANY LIMITED.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OYmlybVRkNGFoTUU/edit?usp=sharing,,,,
,National Integrated Power Project.,,,National Integrated Power Project.,http://wellman-wellington.org/clients.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,National Oil and Chemical Marketing Company Plc (NOLCHEM),,,National Oil and Chemical Marketing Company Plc (NOLCHEM),http://fomoyi.com/index.php?option=com_content&view=article&id=5&Itemid=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,National Petroleum Investment Management Services (NAPIMS),,,National Petroleum Investment Management Services (NAPIMS),http://www.bintandprathel.com/news/32-bint-and-prathel-conducts-5-day-training-for-nnpc-napims.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Neconde Energy Limited,,,Neconde Energy Limited,http://investor.serinusenergy.com/en/pr/199489/nigeria-oml-42-purchase-completed-by-neconde-kov-retains-option-to-participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Nelson Nigeria Limited,,,Nelson Nigeria Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Neptune Maritime Nigeria Limited,,,Neptune Maritime Nigeria Limited,http://www.danelec-ltd.com/Clients.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Nestoil Plc,,,Nestoil Plc,http://www.nestoilgroup.com/projects.php,,,ng/168745,https://drive.google.com/file/d/0B-KlXDOYUc-ObEJGdjhWc3JKbkk/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-ObEJGdjhWc3JKbkk/edit?usp=sharing,Public,http://www.nestoilgroup.com/,,,1991,http://www.nestoilgroup.com/,"Africa Re-building 4th Floor, Plot 1679 Karimu Kotun Str., Victoria Island, Lagos state, Nigeria",http://www.nestoilgroup.com/contact-us.htm,"Umeh John, Director
Azudialu E. N., Director
Obiejesi Nnenna, Director
Anya Anya, Director
Osanakpo Theo, Director
Ojo O. Orlando, Director
Akuma Kings Chukwu, Director
Agomuoh Austine E., Director
Umeh Chukwueloka, Director","Ernest Azudialu (S/r) (1,296,750,000)
Obijackson West Africa Ltd (438,750,000)
Continental Acquisitions Ltd (438,750,000)
Nnenna Obiejesi (14,400,000)
John Anene Umeh (4,600,000)
Anya Anya (100,000)
Precious Omuku (Rev.) (100,000)
Olaiya Orlando Ojo (100,000)
Theo Osanakpo (Dr.) (san) (100,000)
Kings Chukwu Akuma (100,000)",https://drive.google.com/file/d/0B-KlXDOYUc-ObEJGdjhWc3JKbkk/edit?usp=sharing,,,,,,,,,,,http://www.nestoilgroup.com/,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 25 June 2014 SEARCH REPORT DATE OF SEARCH 25th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja. NAME OF COMPANY SENT: NESTOIL PLC (was converted from a Private Limited Company to a Public Limited Company by Company’s resolution dated 24th October, 2008) DATE OF INCORPORATION 1st August, 1991 RC. NO.: 168745 REG. OFFICE ADDRESS: Plot 1679, Karimu Kotun Street, V.I, Lagos State REG. OFFICE ADDRESS(FORMER): 17, Idumagbo Ave., Lagos State INITIAL SHARE CAPITAL 1,000,000, divided into 1,000,000 ordinary shares of N1.00 each SHARE CAPITAL INCRESE: 3,500,000,000 divided into 7,000,000,000 ordinary shares of 50 kobo each SHARES ALLOTTED 2,193,750,000 CLASSES OF SHARES ORDINARY MAIN OBJECT: Exploration and dealers in petroleum, drillings, and environmental pollution control. SHAREHOLDERS: NAME SHARES 1. ERNEST AZUDIALU (S/R) 1,296,750,000 2. OBIJACKSON WEST AFRICA LTD 438,750,000 3. CONTINENTAL ACQUISITIONS LTD 438,750,000 4. NNENNA OBIEJESI 14,400,000 5. JOHN ANENE UMEH 4,600,000 6. ANYA ANYA 100,000 7. PRECIOUS OMUKU (REV.) 100,000 8. OLAIYA ORLANDO OJO 100,000 9. THEO OSANAKPO (DR.) (SAN) 100,000 10. KINGS CHUKWU AKUMA 100,000 FIRST DIRECTORS: 1. ERNEST N.OBIEJESI 2. MARY-ANN N. OBIEJESI 3. EMMANUEL A. OBIEJESI 4. ALLIED ENTERPRISES LTD CURRENT DIRECTORS: 1. UMEH JOHN 2. AZUDIALU E. N. 3. OBIEJESI NNENNA. 4. ANYA ANYA 5. OSANAKPO THEO 6. OJO O. ORLANDO 7. AKUMA KINGS CHUKWU 8. AGOMUOH AUSTINE E. 9. UMEH CHUKWUELOKA PREVIOUS DIRECTORS: 1. OMUKU PRECIOUS 2. BARRY ESIMONE SECRETARY: Alliance Corporate Secretaries Ltd of 71, Ademola Street, Ikoyi, Lagos. BORROWING POWER: Clause 8 of Memorandum of Association ANNUAL RETURNS: paid up to 2012 CHARGES: 1. Deed of Debenture dated 1st March, 2012 securing the sum of N1,233,059,335 in favour of First Trustees Nig. Ltd 2. Deed of Debenture dated 20th November 2006 securing the sum of 20 Million Naira in favour of Global Bank REMARK/COMMENT: Duly registered NB: Nestoil Plc. is a subscriber in Neconde Energy Ltd with 15,000,000 shares of N1.00 each allotted to it.",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/168745 NESTOIL PLC.pdf,ng_168745 NESTOIL PLC.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-ObEJGdjhWc3JKbkk/edit?usp=sharing,,,,
,New Oil Field and Allied Services Limited (NOAS),,,New Oil Field and Allied Services Limited (NOAS),http://nielsonngr.com/about-us/projects.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,New Tigerhead PSTI,,,New Tigerhead PSTI,http://energymixreport.com/the-rise-of-the-nigerian-independent-part-2-conoil/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Newcross Petroleum Limited,139,,Newcross Petroleum Limited,http://www.businessdayonline.com/NG/index.php/gas/15659-platform-petroleum-records-nigerias-fourth-cdm-facility,,,ng/601729,https://drive.google.com/file/d/0B-KlXDOYUc-ORTFjNmY5X3VUVFU/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-ORTFjNmY5X3VUVFU/edit?usp=sharing,,,,,,,,,"Fadeyi Festus
Adebiyi Dro (Rtd. Justice)
Yusuf Muhammed Dikko (Alh.)
Ero Gregory (Dr.)","Fadeyi Festus (5,000,000)
Adebiyi Dro (Rtd. Justice (3,750,000)
Yusuf Muhammed Dikko (Alh.) (3,750,000)
Ero Gergory (Dr.) (2,500,000)
Fadco Investment Ltd (10,000,000)",https://drive.google.com/file/d/0B-KlXDOYUc-ORTFjNmY5X3VUVFU/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 19 June 2014 SEARCH REPORT DATE OF SEARCH 19th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja NAME OF COMPANY SENT NEWCROSS PETROLEUM LTD DATE OF INCORPORATION 15th July, 2004 RC. NO. 601729 REG. OFFICE ADDRESS 13/14, Ligali Ayorinde, V/Island, Lagos REG. OFFICE ADDRESS(FORMER) 5, Amodu Tijani Close, V/Island. Lagos INITIAL SHARE CAPITAL 50,000 divided into 50,000 ordinary shares of N1.00 each INCREASE IN SHARE CAPITAL 25,000,000 divided into 25,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 25,000,000 CLASSES OF SHARES ORDINARY MAIN OBJECT Dealers in petroleum, prospecting and exploration in oil and gas business SHAREHOLDERS: NAME SHARES 1. FADEYI FESTUS 5,000,000 2. ADEBIYI DRO (RTD. JUSTICE 3,750,000 3. YUSUF MUHAMMED DIKKO (ALH.) 3,750,000 4. ERO GERGORY (DR.) 2,500,000 5. FADCO INVESTMENT LTD 10,000,000 FIRST DIRECTORS: 1. SMITH BUKKY (FORMER NAME: OGUNTOYINBO 2. AKANBI AHMED CHANGES IN DIRECTORS: By the latest particulars of directors Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 19 June 2014 with resoultion dated 26th Nov., 2012 the following are the current directors: 1. FADEYI FESTUS 2. ADEBIYI DRO (RTD. JUSTICE) 3. YUSUF MUHAMMED DIKKO (ALH.) 4. ERO GREGORY (DR.) Pervious Directors: ALHAJI GAMBO GUBIO SECRETARY: Olubukola Omolohunnu of 17, Ligali Ayorinde, V/Island, Lagos. Appointed by resolution dated 21st Nov., 2013. BORROWING POWER: Clause M and 34 of Memorandom Article of Association respectively. ANNUAL RETURNS Paid up to 2012 CHARGES: A deed of Debenture dated 24th Apirl, 2012 securing the sum of N1,000,000,000 (One Million Naira) in favour of Skye Bank REMARK/COMMENT duly registered NB: By resoultions dated 30th November, 2013 and 31st December, 2013, the company subscribed to become one of the subsidiaries of International Petroleum & Pipelines Group Ltd and Hydrocarbons & Pipelines groups Ltd.",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/601729 NEWCROSS PETROLEUM LTD.pdf,ng_601729 NEWCROSS PETROLEUM LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-ORTFjNmY5X3VUVFU/edit?usp=sharing,,,,
,Nexen Petroleum Nigeria Limited,,,Nexen Petroleum Nigeria Limited,https://www.addaxpetroleum.com/about-us/news/130-nigeria-china-petrochemical-corporation-sinopec-group-is-in-the-final-stages-of-acquiring-totals-interest-in-oml-138-offshore-nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Niger Delta Exploration and Production Plc,,,Niger Delta Exploration and Production Plc,http://oilbarrel.com/media/pub/var/conference_presenter_presentation_file/68.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Niger Delta Petroleum Resources Limited,143,,Niger Delta Petroleum Resources Limited,http://www.anaindustries.net/projects.php,,,ng/256022,https://drive.google.com/file/d/0B-KlXDOYUc-OWm53allnSEZZeFE/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OWm53allnSEZZeFE/edit?usp=sharing,,,,,,,,,"Fatona Olayiwola F. (Dr.), Director                                        
Omisore Titiola Omojoke, Director                        
Balogun P. Olusegun, Director                
Adaji Nuhu, Director        ","Niger Delta Exploration Production Plc (49,999,999)
Mr. Ben Osuno (1)",https://drive.google.com/file/d/0B-KlXDOYUc-OWm53allnSEZZeFE/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 25 June 2014 SEARCH REPORT DATE OF SEARCH 25th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja. NAME OF COMPANY SENT: NIGER DELTA PETROLEUM RESOURCES LTD DATE OF INCORPORATION 27th Oct., 1994 RC. NO.: 256022 REG. OFFICE ADDRESS: 15, Festival Road, V.I., Lagos REG. OFFICE ADDRESS(FORMER): 15, Babatunde Jose Street, V.I., Lagos INITIAL SHARE CAPITAL 5,000, 000 divided into 5,000,000 ordinary shares of N1.00 each INCREASE IN SHARE CAPITAL: 50,000,000 divided into 50,000,000 of N1.00 each (resolution dated 6/9/2011) SHARES ALLOTTED 50,000, 000 CLASSES OF SHARES ORDINARY MAIN OBJECT: Petroleum business, prospecting and exploration of oil and gas and other hydrocarbons. SHAREHOLDERS: NAME SHARES 1. NIGER DELTA EXPLORATION PRODUCTION PLC 49,999,999 2. MR. BEN OSUNO 1 DIRECTORS: 1. FATONA OLAYIWOLA F. (DR.) 5, Oladipo, Street, Magodo, V.I., Lagos 2. OMISORE TITIOLA OMOJOKE 15, Festival Road, V.I. Lagos 3. BALOGUN P. OLUSEGUN As above 4. ADAJI NUHU 1, Adaji Close, Mary’s Hosp. Ugboroke, Warri, Delta State SECRETARY: Omorodion Omoregbe of 4, Adenuga Taiwo Street, Obanikoro, Lagos (appointed 9/12/2010) BORROWING POWER: Clauses 3 (n) and 30 of Memorandum and Articles of Association respectively ANNUAL RETURNS Paid up to 2013 CHARGES: 1. Deed of Debenture dated 17th November, 2008 securing the sum of 117 Million Naira in favour of Guarantee Trust Bank Plc. 2. Supplimental Deed registered 24th July, 2012 securing 1,000,000 in favour of of Guarantee Trust Bank Plc. 3. Deed of Debenture dated 2nd November, 2006 securing the sum of 20 Million Naira in favour of Intercontinental Bank Plc. REMARK/COMMENT: Duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/256022 NIGER DELTA PETROLEUM RESOURCES LTD.pdf,ng_256022 NIGER DELTA PETROLEUM RESOURCES LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OWm53allnSEZZeFE/edit?usp=sharing,,,,
,Niger Delta Petroleum Resources Limited,142,,Niger Delta Petroleum Resources Limited,http://www.anaindustries.net/projects.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Nigerdock Nigeria Plc,,,Nigerdock Nigeria Plc,http://www.belloil.com/clients/2014-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Nigeria Agip Exploration Limited,,,Nigeria Agip Exploration Limited,http://www.teconoilserv.com/index.php?s=projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Nigeria Gas Company,,,Nigeria Gas Company,http://primesources.net/projects.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Nigeria Liquefied Natural Gas Limited (NLNG),148,,Nigeria Liquefied Natural Gas Limited (NLNG),http://www.belloil.com/clients/2013-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Nigeria LNG Limited,147,,Nigeria LNG Limited,http://www.belloil.com/clients/2013-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
