Child Company Name,Immediate  %,Parent Company Name,Ultimate %,Jurisdiction of Child Company,Timestamp,Corporate Identifier of Child Company,Source URL,Confidence in this source,Source publication date,No. of OpenCorporates Matches for Parent Company,No of OpenCorporates matches for child company,"Username
",Comment,Directly Controlled?,When was the relationship created?,Date acquired,Date sold,Status
BXL Plastics Limited,100,BP Chemicals Limited,100,United Kingdom,5/5/2014 15:02:00,gb/00325744,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Cadman DBP Limited,100,BP Global Investments Limited,100,United Kingdom,5/5/2014 15:02:00,gb/00178353,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Castrol (U K) Limited,100,Castrol Limited,100,United Kingdom,5/5/2014 15:02:00,gb/02226084,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Castrol Limited,100,Burmah Castrol PLC,100,United Kingdom,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Castrol Offshore Limited,100,Lubricants UK Limited,100,United Kingdom,5/5/2014 15:02:00,gb/02967804,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Central North Sea Fibre Telecommunications Company Limited,100,BP Exploration Operating Company Limited,100,United Kingdom,5/5/2014 15:02:00,gb/04015401,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Electrical Oil Services Limited,50,Castrol Limited,50,United Kingdom,5/5/2014 15:02:00,gb/03749629,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Employment Conditions Abroad Ltd,"2,5",BP P L C,"2,5",United Kingdom,5/5/2014 15:02:00,gb/01030127,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
ENP,"0,62",BP International Limited,"0,62",United Kingdom,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Expandite Contract Services Limited,100,Lubricants UK Limited,100,United Kingdom,5/5/2014 15:02:00,gb/00437911,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Exploration (Luderitz Basin) Limited,100,BP Exploration Operating Company Limited,100,United Kingdom,5/5/2014 15:02:00,gb/07975804,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Exploration Service Company Limited,100,BP Global Investments Limited,100,United Kingdom,5/5/2014 15:02:00,gb/03947697,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Fosroc Expanclite Limited,100,Burmah Castrol PLC,100,United Kingdom,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Gatwick Airport Storage and Hydrant Company Limited,"12,5",BP International Limited,"12,5",United Kingdom,5/5/2014 15:02:00,gb/02885038,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Gatwick Refuelling Services Limited (in Liquidation),100,BP International Limited,100,United Kingdom,5/5/2014 15:02:00,gb/01843411,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,liquidation
Grampian Aviation Fuelling Services Limited,100,BP International Limited,100,United Kingdom,5/5/2014 15:02:00,gb/03716230,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Grangemouth Holdings Limited,100,BP Exploration Operating Company Limited,100,United Kingdom,5/5/2014 15:02:00,gb/05572972,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Grangemouth Properties Limited,100,Grangemouth Holdings Limited,100,United Kingdom,5/5/2014 15:02:00,gb/05572956,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Guangdong Investments Limited,100,BP Global Investments Limited,100,United Kingdom,5/5/2014 15:02:00,gb/04622996,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
H & G Contracting Services Limited,"33,5",BP International Limited,"33,5",United Kingdom,5/5/2014 15:02:00,gb/03528764,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Heathrow Airport Fuel Company Limited,"14,29",BP International Limited,"14,29",United Kingdom,5/5/2014 15:02:00,gb/03189276,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Heathrow Hydrant Operating Company Limited,10,BP International Limited,10,United Kingdom,5/5/2014 15:02:00,gb/02828793,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Hemel Restaurant Limited,"16,72",BP International Limited,"16,72",United Kingdom,5/5/2014 15:02:00,gb/03694970,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Hydrogen Energy International Limited,100,BP Alternative Energy International Limited,100,United Kingdom,5/5/2014 15:02:00,gb/05972602,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
International Card Centre Limited,100,BP International Limited,100,United Kingdom,5/5/2014 15:02:00,gb/00462273,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
"Iraq Petroleum Company, Limited","23,75",BP Exploration Company (Middle East) Limited,"23,75",United Kingdom,5/5/2014 15:02:00,gb/00113948,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Kenilworth Oil Company Limited,100,BP P L C,100,United Kingdom,5/5/2014 15:02:00,gb/00273831,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Kingston Research Limited,50,BP Biofuels UK Limited,50,United Kingdom,5/5/2014 15:02:00,gb/06894585,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Kuwait Oil Company Limited,50,BP Exploration Company Limited,50,United Kingdom,5/5/2014 15:02:00,gb/00501052,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Lubricants UK Limited,100,Burmah Castrol PLC,100,United Kingdom,5/5/2014 15:02:00,gb/00097216,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Manchester Airport Storage and Hydrant Company Limited,25,BP International Limited,25,United Kingdom,5/5/2014 15:02:00,gb/02731538,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Oil Spill Response Limited,"6,85",BP Exploration Operating Company Limited,"6,85",United Kingdom,5/5/2014 15:02:00,gb/01808594,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
OJSC Oil Company Rosneft,"19,75",BP Russian Investments Limited,"19,75",United Kingdom,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Pearl River Delta Investments Limited,100,BP Global Investments Limited,100,United Kingdom,5/5/2014 15:02:00,gb/04622959,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Pentland Aviation Fuelling Services Limited,25,BP International Limited,25,United Kingdom,5/5/2014 15:02:00,gb/02544586,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
PHP Investments Limited,100,BP Exploration Operating Company Limited,100,United Kingdom,5/5/2014 15:02:00,gb/SC311032,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
PHP Operations,51,BP Exploration Operating Company Limited,100,United Kingdom,5/5/2014 15:02:00,gb/SC311034,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,Liquidation
Ropemaker Deansgate Limited,100,Ropemaker Properties Limited,100,United Kingdom,5/5/2014 15:02:00,gb/04342803,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Ropemaker Gilston Limited,100,Ropemaker Properties Limited,100,United Kingdom,5/5/2014 15:02:00,gb/04342845,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,liquidation
Ropemaker Nottingham Limited (in liquidation),100,Ropemaker Properties Limited,100,United Kingdom,5/5/2014 15:02:00,gb/03705733,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,liquidation
Ropemaker Properties Limited,100,BP Pension Trustees Limited,100,United Kingdom,5/5/2014 15:02:00,gb/00759094,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Russian Holdings Limited (in liquidation),100,BP Global Investments Limited,100,United Kingdom,5/5/2014 15:02:00,gb/04769560,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,liquidation
S&JD Robertson North Air Limited,49,BP International Limited,49,United Kingdom,5/5/2014 15:02:00,gb/SC051614,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Shell and BP Services Limited,99,The Consolidated Petroleum Company Limited,"49,5",United Kingdom,5/5/2014 15:02:00,gb/00917023,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Shell Mex and B P Limited,40,BP Oil UK Limited,40,United Kingdom,5/5/2014 15:02:00,gb/00260320,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Stansted Fuelling Company Limited,"14,29",BP International Limited,"14,29",United Kingdom,5/5/2014 15:02:00,gb/02544717,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Stansted Intoplane Company Limited,20,BP International Limited,20,United Kingdom,5/5/2014 15:02:00,gb/04270501,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Sunderland Oil Storage Limited,50,BP Oil UK Limited,50,United Kingdom,5/5/2014 15:02:00,gb/02509231,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
The BP Share Plans Trustees Limited,99,BP P L C,100,United Kingdom,5/5/2014 15:02:00,gb/01454944,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
The Burmah Oil Company (Pakistan Trading) Limited,100,Burmah Castrol PLC,100,United Kingdom,5/5/2014 15:02:00,gb/SC026013,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
The Consolidated Petroleum Company Limited,50,BP International Limited,50,United Kingdom,5/5/2014 15:02:00,gb/00234106,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
The Consolidated Petroleum Supply Company Limited,90,The Consolidated Petroleum Company Limited,95,United Kingdom,5/5/2014 15:02:00,gb/00654667,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
United Kingdom Oil Pipelines Limited,"33,5",BP Oil UK Limited,"33,5",United Kingdom,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
VIC CBM Limited,50,BP Exploration Operating Company Limited,50,United Kingdom,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Viceroy Investments Limited,100,BP International Limited,100,United Kingdom,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Virginia Indonesia Co CBM Limited,50,BP Exploration Operating Company Limited,50,United Kingdom,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Vivergo Fuels Limited,"46,31",BP Biofuels UK Limited,"46,31",United Kingdom,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Walton-Gatwick Pipeline Company Limited ,"42,33",BP Oil UK Limited,"42,33",United Kingdom,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
West London Pipeline and Storage Limited,"30,5",BP Oil UK Limited,"30,5",United Kingdom,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Exploration (Finance) Limited,100,BP Exploration Company Limited,100,United Kingdom -,5/5/2014 15:02:00,gb/00336273,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP East Kalimantan CBM Limited,100,BP Exploration Operating Company Limited,100,United Kingdom .,5/5/2014 15:02:00,gb/06383221,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Exploration (El Djazair) Limited,100,ARCO El-Djazair LLC,100,United Kingdom .,5/5/2014 15:02:00,bs/86445,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
Reading Investment (Nominee) Limited,100,Ropemaker Properties Limited,100,United Kingdom .,5/5/2014 15:02:00,gb/07454570,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
BP Kapuas II Limited,100,BP Exploration Operating Company Limited,100,United Kingdom ..,5/5/2014 15:02:00,gb/07322081,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
200 PS Aircraft Holdings Inc,100,BP America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
200 PS Investment Company,100,The Standard Oil Company,100,United States,5/5/2014 15:02:00,gb/BR005052,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,Converted / Closed
200 PS Overseas Holdings Inc,100,BP America Inc,100,United States,5/5/2014 15:02:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,7/6/2013,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,
