company,immediate,parent,ultimate,jurisdiction,,oc_id,source_url,confidence,source_date,,,,,ownership_type,,start_date,end_date,ownership_status,,turnover,profit,assets,liabilities,document_name,documentation_summary,document_raw,document_url,document_filename,,,document2_name,document2_summary,document2_raw,document2_url,document2_filename,,
BP Exploration North Africa Limited,100,BP Exploration Operating Company Limited,100,United Kingdom,05.05.14 00:00,gb/05335927,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,, 106 262 769, 27 272 085, 282 718 278, 35 708 320,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/05335927 BP Exploration North Africa Limited.csv,05335927 BP Exploration North Africa Limited.csv,https://data.openoil.net/documents/financials/05335927 BP Exploration North Africa Limited.csv,200,,,,/UK Companies House filings/gb/05335927 BP Exploration North Africa Limited/AA 17/09/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_05335927 BP Exploration North Africa Limited/AA 17_09_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_05335927 BP Exploration North Africa Limited/AA 17_09_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,200
BP Exploration Operating Company Limited,100,BP Exploration Company Limited,100,United Kingdom,05.05.14 00:00,gb/00305943,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,1 964 198 657,1 269 704 233,36 562 304 517,19 779 502 742,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/00305943 BP Exploration Operating Company Limited.csv,00305943 BP Exploration Operating Company Limited.csv,https://data.openoil.net/documents/financials/00305943 BP Exploration Operating Company Limited.csv,200,,,,/UK Companies House filings/gb/00305943 BP Exploration Operating Company Limited/AA 30/09/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_00305943 BP Exploration Operating Company Limited/AA 30_09_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_00305943 BP Exploration Operating Company Limited/AA 30_09_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,200
BP Exploration Orinoco Limited,100,BP Exploration Company Limited,100,United Kingdom,05.05.14 00:00,gb/00598148,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Exploration Personnel Company Limited,100,BP Global Investments Limited,100,United Kingdom,05.05.14 00:00,gb/05319369,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,  237 451,  9 830, 15 264 935, 10 636 973,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/05319369 BP Exploration Personnel Company Limited.csv,05319369 BP Exploration Personnel Company Limited.csv,https://data.openoil.net/documents/financials/05319369 BP Exploration Personnel Company Limited.csv,200,,,,/UK Companies House filings/gb/05319369 BP Exploration Personnel Company Limited/AA 05/08/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_05319369 BP Exploration Personnel Company Limited/AA 05_08_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_05319369 BP Exploration Personnel Company Limited/AA 05_08_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,200
BP Exploration Services Limited,100,BP Exploration Operating Company Limited,100,United Kingdom,05.05.14 00:00,gb/00777236,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,not stated,-  570 543, 120 720 269, 115 876 921,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/00777236 BP Exploration Services Limited.csv,00777236 BP Exploration Services Limited.csv,https://data.openoil.net/documents/financials/00777236 BP Exploration Services Limited.csv,200,,,,/UK Companies House filings/gb/00777236 BP Exploration Services Limited/AA 06/08/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_00777236 BP Exploration Services Limited/AA 06_08_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_00777236 BP Exploration Services Limited/AA 06_08_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,200
BP Exploration Venezuela Limited,100,Atlantic Richfield Company,100,United Kingdom,05.05.14 00:00,gb/01029446,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Express Shopping Limited,100,BP Oil UK Limited,100,United Kingdom,05.05.14 00:00,gb/00211858,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,   0,   0,  109 500,   0,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/00211858 BP Express Shopping Limited.csv,00211858 BP Express Shopping Limited.csv,https://data.openoil.net/documents/financials/00211858 BP Express Shopping Limited.csv,200,,,,/UK Companies House filings/gb/00211858 BP Express Shopping Limited/AA 23/05/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_00211858 BP Express Shopping Limited/AA 23_05_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_00211858 BP Express Shopping Limited/AA 23_05_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,200
BP Finance Australia Pty Ltd,100,BP Oil Australia Pty Limited,100,Australia,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Finance p l c,100,BP International Limited,100,United Kingdom,05.05.14 00:00,gb/04145621,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,"AR, changed ""I"" with ""l"", i with el, added OC ID, 10-7-14",,,,,,,,,,,,,,,,,,
"BP Foshan LPG Co, Ltd",100,BP Global Investments Limited,100,China,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Foundation Incorporated,100,BP America Inc,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP France,95,BP Global Investments Limited,100,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Fuels & Lubricants AS,100,Castrol Limited,100,Norway,05.05.14 00:00,no/911005085,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Fuels Deutschland GmbH,100,BP Olex Fanal Mineralol GmbH,100,Germany,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP FuJian Ltd,67,BP Global Investments Limited,67,China,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Gas and Power Company,100,BP Energy Company,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"BP Gas Europe, S A U",100,"BP Oil Espana, S A Unipersonal",100,Spain,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Gas Marketing Limited,100,BP Exploration Operating Company Limited,100,United Kingdom,05.05.14 00:00,gb/00908982,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,4 454 319 000,- 183 087 000,2 086 421 000,1 812 451 000,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/00908982 BP Gas Marketing Limited.csv,00908982 BP Gas Marketing Limited.csv,https://data.openoil.net/documents/financials/00908982 BP Gas Marketing Limited.csv,200,,,,/UK Companies House filings/gb/00908982 BP Gas Marketing Limited/AA 23/09/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_00908982 BP Gas Marketing Limited/AA 23_09_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_00908982 BP Gas Marketing Limited/AA 23_09_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,200
BP Gas Supply (Angola) LLC,100,BP America Production Company,100,United States,05.05.14 00:00,us_de/3951956,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Gaz Anonim Sirketi,49,BP Holdings International B V,100,Turkey,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Gelsenkirchen GmbH,100,BP Europa SE,100,Germany,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Global Investments Limited,100,BP P L C,100,United Kingdom,05.05.14 00:00,gb/00263889,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,not stated,1 038 418 880,10 205 424 857,3 406 845 770,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/00263889 BP Global Investments Limited.csv,00263889 BP Global Investments Limited.csv,https://data.openoil.net/documents/financials/00263889 BP Global Investments Limited.csv,200,,,,/UK Companies House filings/gb/00263889 BP Global Investments Limited/AA 02/10/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_00263889 BP Global Investments Limited/AA 02_10_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_00263889 BP Global Investments Limited/AA 02_10_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,200
BP Global Investments Salalah & Co LLC,99.7,BP Global Investments Limited,100,Oman,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Global West Africa Limited,96,Britannic Strategies Limited,100,Nigeria,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Greece Limited,100,BP Global Investments Limited,100,United Kingdom,05.05.14 00:00,gb/00176671,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,not stated,- 20 693 000, 134 695 000, 29 584 000,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/00176671 BP Greece Limited.csv,00176671 BP Greece Limited.csv,https://data.openoil.net/documents/financials/00176671 BP Greece Limited.csv,200,,,,/UK Companies House filings/gb/00176671 BP Greece Limited/AA 30/09/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_00176671 BP Greece Limited/AA 30_09_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_00176671 BP Greece Limited/AA 30_09_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,200
BP Guangdong Limited,90,BP Asia Pacific Holdings Limited,90,China,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"BP Guangzhou Development Oil Product Co, Ltd",40,BP Global Investments Limited,40,China,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP High Density Polyethylene France - BP HDPE,100,BP International Limited,100,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Holdings (Thailand) Limited,51,SOFAST Limited,100,Thailand,05.05.14 00:00,th/0105531021282,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Holdings B V,100,BP Global Investments Limited,100,Netherlands,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Holdings Canada Limited,100,BP P L C,100,United Kingdom,05.05.14 00:00,gb/08274009,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Holdings International B V,100,BP Europa SE,100,Netherlands,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Holdings North America Limited,100,BP P L C,100,United Kingdom,05.05.14 00:00,gb/06034588,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,not stated,- 99 794 196,44 631 583 585,19 414 336 065,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/06034588 BP Holdings North America Limited.csv,06034588 BP Holdings North America Limited.csv,https://data.openoil.net/documents/financials/06034588 BP Holdings North America Limited.csv,200,,,,/UK Companies House filings/gb/06034588 BP Holdings North America Limited/AA 30/09/2013 FULL ACCOUNTS MADE UP TO 31/12/2012.pdf,gb_06034588 BP Holdings North America Limited/AA 30_09_2013 FULL ACCOUNTS MADE UP TO 31_12_2012.pdf,https://data.openoil.net/documents/gb_06034588 BP Holdings North America Limited/AA 30_09_2013 FULL ACCOUNTS MADE UP TO 31_12_2012.pdf,200
BP Hong Kong Limited,100,BP Global Investments Limited,100,Hong Kong,05.05.14 00:00,gb/FC011904,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,Converted / Closed,,,,,,,,,,,,,,,,,,,
BP Huizhou Limited,100,BP Holdings International B V,100,China,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Hydrogen Power Australia Pty Ltd,100,BP Australia Investments Pty Limited,100,Australia,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP IFC Belgium BVBA,99.9,BP Caplux S A,100,Belgium,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP India Limited,40,BP (Indian Agencies) Limited,51,India,05.05.14 00:00,in/U51209MH1978PLC020456,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP India Services Private Limited,100,BP Global Investments Limited,100,India,05.05.14 00:00,in/U74999MH2002PTC138480,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP International Limited,100,BP P L C,100,United Kingdom,05.05.14 00:00,gb/00542515,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,58 344 321 893,1 456 035 492,128 547 045 413,104 363 177 029,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/00542515 BP International Limited.csv,00542515 BP International Limited.csv,https://data.openoil.net/documents/financials/00542515 BP International Limited.csv,200,,,,/UK Companies House filings/gb/00542515 BP International Limited/AA 30/09/2013 FULL ACCOUNTS MADE UP TO 31/12/2012 BP International Limited.pdf,gb_00542515 BP International Limited/AA 30_09_2013 FULL ACCOUNTS MADE UP TO 31_12_2012 BP International Limited.pdf,https://data.openoil.net/documents/gb_00542515 BP International Limited/AA 30_09_2013 FULL ACCOUNTS MADE UP TO 31_12_2012 BP International Limited.pdf,
BP International Services Company,100,BP America Inc,100,United States,05.05.14 00:00,us_de/2170424,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
BP Investment Management Limited,100,BP International Limited,100,United Kingdom,05.05.14 00:00,gb/00321630,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,, 13 387 516,  253 526, 53 476 364, 2 113 300,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/00321630 BP Investment Management Limited.csv,00321630 BP Investment Management Limited.csv,https://data.openoil.net/documents/financials/00321630 BP Investment Management Limited.csv,200,,,,/UK Companies House filings/gb/00321630 BP Investment Management Limited/AA 26/04/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_00321630 BP Investment Management Limited/AA 26_04_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_00321630 BP Investment Management Limited/AA 26_04_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,200
BP Investments Asia Limited,100,BP Global Investments Limited,100,United Kingdom,05.05.14 00:00,gb/05639411,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,not stated, 1 498 739, 36 062 658,  5 974,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/05639411 BP Investments Asia Limited.csv,05639411 BP Investments Asia Limited.csv,https://data.openoil.net/documents/financials/05639411 BP Investments Asia Limited.csv,200,,,,/UK Companies House filings/gb/05639411 BP Investments Asia Limited/AA 11/06/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_05639411 BP Investments Asia Limited/AA 11_06_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_05639411 BP Investments Asia Limited/AA 11_06_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,200
BP Iran Limited,100,BP Exploration Operating Company Limited,100,United Kingdom,05.05.14 00:00,gb/03502262,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,not stated,-  31 014,  201 621,  16 787,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/03502262 BP Iran Limited.csv,03502262 BP Iran Limited.csv,https://data.openoil.net/documents/financials/03502262 BP Iran Limited.csv,200,,,,/UK Companies House filings/gb/03502262 BP Iran Limited/AA 13/09/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_03502262 BP Iran Limited/AA 13_09_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_03502262 BP Iran Limited/AA 13_09_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,200
